,year,venue,url
380,2019,acl,https://www.aclweb.org/anthology/P19-1379.pdf
381,2019,acl,https://www.aclweb.org/anthology/P19-1380.pdf
382,2019,acl,https://www.aclweb.org/anthology/P19-1381.pdf
383,2019,acl,https://www.aclweb.org/anthology/P19-1382.pdf
384,2019,acl,https://www.aclweb.org/anthology/P19-1383.pdf
385,2019,acl,https://www.aclweb.org/anthology/P19-1384.pdf
386,2019,acl,https://www.aclweb.org/anthology/P19-1385.pdf
387,2019,acl,https://www.aclweb.org/anthology/P19-1386.pdf
388,2019,acl,https://www.aclweb.org/anthology/P19-1387.pdf
389,2019,acl,https://www.aclweb.org/anthology/P19-1388.pdf
390,2019,acl,https://www.aclweb.org/anthology/P19-1389.pdf
391,2019,acl,https://www.aclweb.org/anthology/P19-1390.pdf
392,2019,acl,https://www.aclweb.org/anthology/P19-1391.pdf
393,2019,acl,https://www.aclweb.org/anthology/P19-1392.pdf
394,2019,acl,https://www.aclweb.org/anthology/P19-1393.pdf
395,2019,acl,https://www.aclweb.org/anthology/P19-1394.pdf
396,2019,acl,https://www.aclweb.org/anthology/P19-1395.pdf
397,2019,acl,https://www.aclweb.org/anthology/P19-1396.pdf
398,2019,acl,https://www.aclweb.org/anthology/P19-1397.pdf
399,2019,acl,https://www.aclweb.org/anthology/P19-1398.pdf
400,2019,acl,https://www.aclweb.org/anthology/P19-1399.pdf
401,2019,acl,https://www.aclweb.org/anthology/P19-1400.pdf
402,2019,acl,https://www.aclweb.org/anthology/P19-1401.pdf
403,2019,acl,https://www.aclweb.org/anthology/P19-1402.pdf
404,2019,acl,https://www.aclweb.org/anthology/P19-1403.pdf
405,2019,acl,https://www.aclweb.org/anthology/P19-1404.pdf
406,2019,acl,https://www.aclweb.org/anthology/P19-1405.pdf
407,2019,acl,https://www.aclweb.org/anthology/P19-1406.pdf
408,2019,acl,https://www.aclweb.org/anthology/P19-1407.pdf
409,2019,acl,https://www.aclweb.org/anthology/P19-1408.pdf
410,2019,acl,https://www.aclweb.org/anthology/P19-1409.pdf
411,2019,acl,https://www.aclweb.org/anthology/P19-1410.pdf
412,2019,acl,https://www.aclweb.org/anthology/P19-1411.pdf
413,2019,acl,https://www.aclweb.org/anthology/P19-1412.pdf
414,2019,acl,https://www.aclweb.org/anthology/P19-1413.pdf
415,2019,acl,https://www.aclweb.org/anthology/P19-1414.pdf
416,2019,acl,https://www.aclweb.org/anthology/P19-1415.pdf
417,2019,acl,https://www.aclweb.org/anthology/P19-1416.pdf
418,2019,acl,https://www.aclweb.org/anthology/P19-1417.pdf
419,2019,acl,https://www.aclweb.org/anthology/P19-1418.pdf
420,2019,acl,https://www.aclweb.org/anthology/P19-1419.pdf
421,2019,acl,https://www.aclweb.org/anthology/P19-1420.pdf
